VacancyPost,LinkToJV,ScrapeDate,ScrapeTime,Firm,PostDate,VacancySite,SourceLink,Content
Odpremnik m/ž,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Odpremnik-86664.php,22.02.2018,04:01,"Trgotur, d.o.o.", Objavljeno: 09.02.2018 , Kraj dela: Prebold,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Odpremnik-86664.php,"\nV podjetju Ograje Kočevar že več kot 10 let izdelujejo ograje in ograjna vrata vrhunske kakovosti in designa. Njihovi proizvodi so v celoti plod lastnega znanja in razvoja. Strankam zagotavljajo izdelke iz lastne proizvodnje v Preboldu, poskrbijo pa tudi za strokovno svetovanje, izmere na terenu ter montažo.\nVeč tisoč zadovoljnih kupcev v Sloveniji in v tujini, kamor se zadnja leta pospešeno širimo, potrjuje poslanstvo družbe Ograje Kočevar. Njihovo dejavnost v celoti posvečajo primarnemu cilju - skrbi za to, da so naši domovi in poslovni objekti zares naš svet, ponos, varnost in intima.\nProdukti in storitve Ograj Kočevar so na voljo lastnikom individualnih hiš, podjetjem, javnim institucijam. Vsem, ki želijo z ograjo dodati zadnjo piko na i prostoru, pa naj bo to dom, igrišče, šola, park, podjetje ali parkirišče.\nVeč o podjetju\n\n\nTrgotur, d.o.o.\nLeto ustanovitve\n1990\nPredstavitev podjetja\nSmo družinsko podjetje, ki v vaše zadovoljstvo in zadovoljstvo vaših zaposlenih kadrovsko funkcijo izvaja že od leta 1990.Strokovno in celovito urejamo organizacijsko-kadrovsko področje in imamo zanesljive strokovnjake z znanji in izkušnjami na organizacijsko-kadrovskem, delovnopravnem, ekonomskem in psihološkem področju.\nNaše poslanstvo\nPonudba vseh kadrovskih storitev na enem mestu. Z najvišjo stopnjo strokovnosti in predanosti rešimo vsa vaša kadrovska vprašanja, da lahko vi usmerite energijo v svoje delo.\nNaše vrednote\nZanesljivost, lojalnost, kakovost in konkurenčnost. Te se odražajo v strateškem in individualnem pristopu do strank, kjer so njene specifične potrebe upoštevane do najvišje možne mere.\nNaša vizija\nBiti aktiven tvorec pozitivnih sprememb delovnopravne zakonodaje, ki bo v osnovi izhajala iz pozicije, da naj bosta zaščitena tako dober in pošten delodajalec kot tudi dober in pošten delavec. Prizadevamo si, da je naš prispevek družbi pravilno združevanje delavcev in delodajalcev, saj lahko le tako dosežemo naše individualne in kolektivne potenciale ter izboljšujemo družbo v kateri živimo.\nNaš cilj\nVidno prispevati k izboljšanju našega gospodarstva in ostati vodilni kadrovski outsourcing v Sloveniji, svoje delovanje pa razširiti tudi preko meja v druge države EU in širše.\n\n\n\nOpis delovnega mesta\n\nNaloge in odgovornosti:\n\nPriprava blaga za komisioniranje, prelaganje, priprava embalažnega materiala\nPomoč pri pripravi komisionov\nOdlaganje pripravljenih komisionov na za to določeno območje\nFizični prevzem vrnjenega blaga \nČiščenje zunanjih površin, ki jih koristi odprema\nIzvaja vzdrževanja delovnih sredstev in naprav na odpremi.\nIzvaja delo v skladu z delovnim nalogom in navodili nadrejenega, Poslovnikom kakovosti ter navodili o varnosti in zdravju pri delu ter požarnim redom\nVzdržuje red in čistočo delovnega mesta in delovnega okolja skladno s 5S procesi.\nNadrejenim na dogovorjen način tekoče poroča o učinkovitosti in doseganju zastavljenih ciljev.\nSkrbi za lasten profesionalni razvoj, je aktiven udeleženec rednih usposabljanj v podjetju.\n\n\nPričakujemo\n\nPričakujemo:\n\nIzrazito usmerjenost v kakovost svojega dela. \nSkrbnost, veselje do dela z ljudmi.\nUsmerjenost v iskanje rešitev, vztrajnost, usmerjenost v doseganje rezultatov. \nVsaj III. stopnjo izobrazbe. Prednost imajo kandidati z izobrazbo tehnične usmeritve. \nKandidati z 2 leti delovnih izkušenj na področju odpreme imajo prednost.\nPripravljenost za učenje na področju ograjnih sistemov ter odpreme in skladiščne logistike. \nIzpit za upravljanje viličarja.\nUsmerjenost v doseganje ciljev, odgovornost.\n\n\nPonujamo\n\nPonujamo:\n\nTakojšnjo zaposlitev za določen čas s poskusnim delom z možnostjo podaljšanja oziroma sklenitve delovnega razmerja za nedoločen čas.\nZaposlitev v rastočem in stabilnem družinskem podjetju.\nStimulativno delovno okolje in plačilo.\nPriložnost za profesionalni in osebnostni razvoj.\n\n\n\n\n"
"Odpremnik (m/ž), Bled",https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Odpremnik-mz-Bled-86481.php,22.02.2018,04:01,Trenkwalder kadrovske storitve d.o.o., Objavljeno: 06.02.2018 , Kraj dela: Bled,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Odpremnik-mz-Bled-86481.php,"\nSte izkušeni v transportiranju blaga? V kolikor ustrezate razpisnim pogojem, vas vabimo k prijavi na delovno mesto in v kolektiv uspešnega mednarodnega podjetja.\nVeč o podjetju\n\n\nTrenkwalder kadrovske storitve d.o.o.\nGlavna dejavnost\nZaposlovanje, posredovanje delovne sile, kadrovsko svetovanje, iskanje in selekcija kadra.\nLeto ustanovitve\n2001\nPredstavitev podjetja\nPodjetje Trenkwalder kadrovske storitve d.o.o. je del mednarodne družbe z več kot 30-letno tradicijo. Prisotni smo v 17-ih državah, kjer imamo kar 300 poslovalnic in zaposlujemo več kot 70.000 ljudi. Naša mednarodna mreža vključuje preko 15.000 priznanih podjetij iz vseh sektorjev gospodarstva. Od leta 2011 smo člani nemške skupine Droege Group International AG. V Sloveniji se že 15. leto uspešno povezujemo z različnimi podjetji vseh velikosti in dejavnosti. S 6-imi lokacijami (Ljubljana, Maribor, Celje, Koper, Novo mesto in Jesenice) imamo eno najširših poslovnih mrež med ponudniki kadrovskih rešitev in storitev zaposlovanja. S svojim znanjem, posluhom za ljudi in prilagodljivostjo uspešno povezujemo kandidate in podjetja.\nŠtevilo zaposlenih\nnad 500\nPoslanstvo in vizija\nVsakodnevno stremimo k izboljšanju svojega dela in grajenju pozitivnih odnosov z zaposlenimi, poslovnimi partnerji in našim širšim okoljem. Delujemo profesionalno, vzorno in družbeno koristno. Zavezani smo k dolgoročnemu in pravičnemu sodelovanju. Uspešni karieri naših zaposlenih in poslovni uspešnosti naših naročnikov posvečamo enako mero pozornosti.\nCilji in usmeritve\nDolgoletne izkušnje in standardizirani postopki nam omogočajo hitro ter učinkovito prilaganje posameznim željam in potrebam. Smo zanesljiv delodajalec našim zaposlenim in strateški partner naročnikom. Usklajujemo želje in interese iskalcev zaposlitve s potrebami različnih podjetij ter tako prispevamo k visoki stopnji zadovoljstva obojih. Trenkwalder je sinonim za visoko kvalitetno in profesionalno ponudbo kadrovskih rešitev.\nStoritve ali proizvodi\nIskanje, selekcioniranje in posredovanje kadra, obračunavanje plač, oglaševanje delovnih mest, psihološka in druga testiranja, outplacement, celostno kadrovsko svetovanje in druge kadrovske rešitve po meri.\n\n\n\nOpis delovnega mesta\n\nNaloge in odgovornosti:\n\nodgovornost za pravilno izvedbo odpreme in prevzema,\ndelo v skladišču,\ndelo z viličarjem,\ndruga dela po navodilu nadrejenega,\ntri-izmensko delo.\n\n\nPričakujemo\n\nPričakujemo:\n\nnajmanj 1 leto delovnih izkušenj na istem ali podobnem delovnem mestu,\nzaželen je izpit za viličarja in B kategorijo,\nkončano vsaj poklicno izobrazbo,\nvoljo do dela, natančnost in zanesljivost,\npripravljenost na večizmensko delo.\n\n\nPonujamo\n\nPonujamo:\n\nzaposlitev za določen čas, z možnostjo dolgoročne zaposlitve,\ndinamično delo,\nurejeno in prijetno delovno okolje,\nmožnost opravljanja izpita za viličarja.\n\n\n\n\n"
Opera Service Delivery Specialist m/ž,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Opera-Service-Delivery-Specialist-87282.php,22.02.2018,04:00,Hospitality and Retail Systems d.o.o., Objavljeno: 20.02.2018 , Kraj dela: Ljubljana,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Opera-Service-Delivery-Specialist-87282.php,"\nHRS je Oracle Platinum Partner in vodilno mednarodno podjetje v informacijskih rešitvah za področje HoReCa ter malo prodaje. Naši znani sistemi upravljanja, kot so Opera, Micros, Suite 8, Simphony ter Xstore so najboljše rešitve za podjetja širom sveta.\nVeč o podjetju\n\n\nHospitality and Retail Systems d.o.o.\n\n\n\nOpis delovnega mesta\n\nNaloge in odgovornosti:\nIščemo motivirano osebo, ki se bo pridružila homogeni in tehnično razgledani ekipi.\nOpis dela, pogoji:\n\nnamestitev, konfiguriranje in support Oracle Hospitality sistemov ter s tem povezanih vmesnikov\nrazumevanje trenutnih tehnik upravljanja hotelov, najboljših praks in zahtev v industriji\npoznavanje najnovejših standardov za namestitev ter vse postopke pri izvajanju projekta\n\n\nPričakujemo\n\nPričakujemo:\n\npoznavanje Oracle PL / SQL, certifikat je prednost\ndobre medosebne spretnosti tako s strankami kot s sodelavci\nsposobnost dela brez nadzora bodisi kot član skupine lokalnih enot ali širših skupin podjetij\npripravljenost do potovanja v domači regiji in širše\n\n\nPonujamo\n\nPonujamo:\n\nzaposlitev za nedoločen čas s poskusno dobo 3 mesece\nširoke možnosti za profesionalno rast v naši družbi\nstimulativno plačilo, potovanja v okviru službe ter bonus nagrajevanja\n\n\n\nMesečno plačilo:\npo dogovoru \n\n\n\n"
Operater / mehanik v farmacevtski industriji (m/ž) - Lendava,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Operater--mehanik-v-farmacevtski-industriji-mz---Lendava-85843.php,22.02.2018,04:01,Kariera d.o.o., Objavljeno: 24.01.2018 , Kraj dela: Lendava,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Operater--mehanik-v-farmacevtski-industriji-mz---Lendava-85843.php,"\nZa našega naročnika, mednarodno priznano farmacevtsko proizvodno podjetje Lek d.d., iščemo kandidata za delovno mesto Operater/mehanik v farmacevtski industriji- Lendava m/ž na lokaciji Lendava. \nVeč o podjetju\n\n\nKariera d.o.o.\nGlavna dejavnost\nV Karieri že od samega začetka v letu 2005 verjamemo v konstanten razvoj ter izboljšave, na kar nenazadnje kaže tudi stalna rast prihodkov ter poslovanja v zadnjih 6 letih.\n\nČe iščete pravo osebo ali pravo delovno mesto, se najprej posvetujte s Karierinim strokovnjakom.\n\nSodelovanje s Kariero vam omogoča dostop do najrazličnejših informacij s področja trga dela in zaposlitvenih priložnosti, saj smo eno od najbolj uspešnih slovenskih kadrovskih podjetij. Zaposleni v podjetju smo namreč specializirani in usmerjeni vsak v svoje strokovno področje trga dela. Zaradi objektivnega in celostnega pogleda, ki nam ga naše delo omogoča, zelo dobro (pre)poznamo vloge, ljudi, priložnosti in talente.\n\nKarierin strokovnjak tako točno ve, kakšne so zahteve na delovnem mestu in kakšne so želje podjetja. Po drugi strani pa ves čas vzpostavljamo in vzdržujemo stike s široko mrežo nadarjenih ljudi s posameznih področij. Kombinacija poznavanja zahtev in želja podjetij ter znanj in sposobnosti ljudi je pri kadrovanju zmagovalna.\nLeto ustanovitve\n2005\nPredstavitev podjetja\nKaj nas dela drugačne?\n\nStrokovnjaki prepoznavamo strokovnjake\nNaše metode dela in tehnike ocenjevanja nam omogočajo, da prepoznamo strokovnjaka za katero koli področje. Zaradi naših lokalnih in globalnih znanj vam lahko pomagamo zadovoljiti vaše individualne kadrovske potrebe, bodisi da gre za kratkoročno delo, dolgoročno sodelovanje ali contracting.\n\nProjektne rešitve\nPoiskati znamo usposobljen kader, ki bo vpet v vaš delovni proces neposredno ali na daljavo, da bo vaš zaposlitveni team lahko svež in aktiven, vaš delovni proces pa nemoten. Vsaka rešitev je prilagojena vašim potrebam, saj z našimi metodami, postopki ravnanja, spremljanjem in analiziranjem kadra v delovnem procesu stremimo k napredku in izboljšavam.\n\n\n\nOpis delovnega mesta\n\nNaloge in odgovornosti:\n\ntehnološka priprava dela, \nizvajanje operacij v procesu proizvodnje farmacevtskih izdelkov po predpisanih postopkih,\nizvajanje potrebnih kontrol, \nizpolnjevanje proizvodne dokumentacije,\npopis tehnološkega postopka,\npodajanje predlogov za izboljšave,\ntehnološko pripravo dela, \npopis tehnološkega postopka,\nvizualna kontrola,\nsamostojno delo,\nspremljanje procesa dela in podajanje predlogov za izboljšave, \nskrb za čistočo strojev, linij oz. njihovih delov, \nporočanje in ukrepanje pri nepravilnostih ter sodelovanje pri odpravi napak.\n\n\nPričakujemo\n\nPričakujemo:\n\nzaključena IV. stopnja izobrazbe,\nsamoiniciativnost, motiviranost, fleksibilnost,\npozitiven odnos do sodelavcev in timskega dela,\nzaželene izkušnje z izmenski delom in pripravljenost na izmensko delo. \n\n\nPonujamo\n\nPonujamo:\n\npogodbo o zaposlitvi za določen čas,\nmožnost kasnejšega dolgoročnega sodelovanja,\nustrezno uvajanje v delo na delovnem mestu,\nredno in stimulativno mesečno plačilo,\nmožnost napredovanja,\ndelo v urejenem in prijetnem delovnem okolju. \n\n\n\n\n"
"Operater / programer CNC strojev (laser, krivilka) m/ž",https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Operater--programer-CNC-strojev-laser-krivilka-87129.php,22.02.2018,04:01,Pro Meglič d.o.o., Objavljeno: 16.02.2018 , Kraj dela: Trebnje,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Operater--programer-CNC-strojev-laser-krivilka-87129.php,"\nUspešno in izvozno usmerjeno podjetje PRO MEGLIČ d.o.o. iz Trebnjega, ki deluje na področju kovinske proizvodnje za različne industrije (avtomobilska, pohištvena, medicinska in rehabilitacijska industrija, industrija bele tehnike,…) zaradi širitve dejavnosti išče nove sodelavce za področje proizvodnje.\nVeč o podjetju\n\n\nPro Meglič d.o.o.\n\n"
Operater CNC stroja (Borwerk) m/ž,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Operater-CNC-stroja-Borwerk-86091.php,22.02.2018,04:01,MANPOWER d.o.o., Objavljeno: 30.01.2018 , Kraj dela: Draža vas (Loče) ali (podružnica) Ljubljana.,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Operater-CNC-stroja-Borwerk-86091.php,"\nZa našega naročnika, uspešno podjetje, ki se ukvarja z izdelavo strojev, rezervnih delov ter obdelavo kovin po naročilu, iščemo ""OPERATERJA CNC STROJA (BORWERK) m/ž"". Zaposlitev je direktno na podjetju.\nVeč o podjetju\n\n\nMANPOWER d.o.o.\nGlavna dejavnost\nManpower so vodilni na področju zaposlovanja, posredovanja dela in upravljanja s človeškimi viri.\nPredstavitev podjetja\nDružba ManpowerGroup je vodilna družba na področju storitev zaposlovanja in posredovanja dela. Ustvarjamo in dobavljamo visokokvalitetne storitve, ki našim strankam omogočajo zmagovati v spreminjajočem se svetu dela. Delodajalcem nudimo širok spekter storitev za celoten zaposlovalni in poslovni ciklus. Z več kot 60 letnimi izkušnjami omogočamo 19 milijardam podjetij stalno in začasno zaposlovanje, iskanje in selekcijo specializiranega kadra, testiranje in izobraževanje kandidatov ter svetovanje\n\nSvetovna mreža družbe ManpowerGroup, s 4.000 poslovalnicami v 82 državah, omogoča družbi izpolnjevati potrebe 400.000 strank letno, kar vključuje tako majhna, srednje velika podjetja na vseh poslovnih področjih kot tudi največje multinacionalne korporacije. Delo družbe ManpowerGroup se osredotoča na višanje delovne storilnosti z izboljševanjem kakovosti in učinkovitosti ter z zmanjševanjem stroškov pri celotni delovni sili. S tem strankam omogočamo, da vse svoje napore usmerijo v svoje bistvene poslovne dejavnosti in kadrovanje prepustijo nam\nPoslanstvo in vizija\nNaša vizija je voditi pri ustvarjanju in zagotavljanju inovativnih rešitev in storitev, ki omogočajo našim strankam zmagovati v spreminjajočem se svetu dela.\nStoritve ali proizvodi\nVeč o podjetju Manpower si preberite na www.manpower.si.\n\n\n\nOpis delovnega mesta\n\nNaloge in odgovornosti:\n\nSamostojno delo na obdelovalnem centru, razrezni liniji (CNC stroj - Borwerk).\nPoznavanje in razumevanje delavniške dokumentacije.\nSamokontrola kakovosti obdelave.\nPriprava delovnega mesta, merilnih inštrumentov, delovnega orodja in CNC stroja.\nVnos programa, po katerem bo stroj material obdeloval.\nNastavitev orodja na stroju.\nNadzor nad delovanjem stroja.\nPredčasni izklop stroja v primeru napačnega delovanja.\nPopravilo manjših napak na stroju.\nMenjava orodja na stroju, ko je le to potrebno.\nPriprava orodja in materiala za izdelavo drugih izdelkov, ki so določeni v delovnem nalogu.\nVpis sprememb v tehnično, tehnološko, skladiščno in delovno dokumentacijo.\nIzdelava poročila o zaključenem delu.\nVodenje ustreznih evidenc o proizvodih, doseženi kvaliteti, delovnem času, porabi materialov, doseženih normativih.\nČiščenje delovnih prostorov v okolici strojev.\nČiščenje delovnega orodja, strojev in naprav.\nSkrb za varno in pravilno uporabo delovnih in zaščitnih sredstev.\nOpravljanje manjših napak na stroju.\nDela in naloge po navodilu nadrejenega.\n\n\nPričakujemo\n\nPričakujemo:\n\n2 leti izkušenj z delovnimi stroji CNC (Borwerk).\nZnanje del: tehnična, tehnološka, delovna in skladiščna dela.\nStopnja strokovne izobrazbe: V.\nVrsta strokovne izobrazbe (poklic): Strojni tehnik, druge podobne.\nAlternativna izobrazba: Lesarski tehnik, druge podobne.\nDvoizmensko delo.\nOsnovne poznavanj računalniških programov.\nIzpit za viličarja in upravljanja z dvigalom (oz da je oseba pripravljena opraviti izpit za potrebe dela).\nIzpit B-kategorije.\n\n\nPonujamo\n\nPonujamo:\n\nMožnost dolgoročne zaposlitve: delo za nedoločen čas, s poskusno dobo 6 mesecev.\nDinamično delo v prijetnem kolektivu.\nMožnost osebne in karierne rasti.\n\n\n\n\n"
Operater CNC stružnic in rezkalnih strojev m/ž,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Operater-CNC-struznic-in-rezkalnih-strojev-86651.php,22.02.2018,04:00,Ropok Robert Poklukar s.p., Objavljeno: 14.02.2018 , Kraj dela: Jesenice,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Operater-CNC-struznic-in-rezkalnih-strojev-86651.php,"\nSmo manjše podjetje, ki se ukvarja z struženjem in rezkanjem maloserijskih strojnih delov po naročilu. Podjetje je bilo ustanovljeno leta 2003 v domači garaži, leta 2013 pa smo se preselili na jesenice v prostore bivše Žebljarne. Več kot polovico naših izdelkov izvozimo na zahtevne evroske trge.\nZaradi povečanega obsega dela zaposlimo operaterja na CNC stužnicah in rezkalnih strojih (m/ž).\nVeč o nas: www.ropok.si.\nVeč o podjetju\n\n\nRopok Robert Poklukar s.p.\n\n\n\nOpis delovnega mesta\n\nNaloge in odgovornosti:\nVaše naloge bi bile sledeče:\n\nposluževanje CNC strojev\nnastavljanje in priprava\nkontrola obdelovancev\nčiščenje ostružkov, strojev in okolice\nodpravljanje manjših napak na strojih\n\nDelo je večinoma enoizmensko.\n\nPričakujemo\n\nPričakujemo:\n\ndelovne navade,\nnatančnost,\nsamoiniciativnost\nvoljo za učenje\nzaželeno vsaj osnovno poznavanje stroke\nvozniški izpit B kategorije.\n\n\nPonujamo\n\nPonujamo:\n\nzaposlitev za nedoločen čas s poskusno dobo 1 mesec\n\n\n\nMesečno plačilo:\n900 - 1200 € bruto  - plačilo je odvisno od vašega znanja, lahko je tudi višje.\n\n\n\n"
Operater III m/ž,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Operater-III-86010.php,22.02.2018,04:01,Kariera d.o.o., Objavljeno: 29.01.2018 , Kraj dela: Logatec,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Operater-III-86010.php,"\nZa našega naročnika, mednarodno podjetje, ki se ukvarja s proizvodnjo in trženjem različnih zvrsti embalaže iz valovitega kartona, iščemo kandidata za delovno mesto Operater III (m/ž) na lokaciji Logatec. \nVeč o podjetju\n\n\nKariera d.o.o.\nGlavna dejavnost\nV Karieri že od samega začetka v letu 2005 verjamemo v konstanten razvoj ter izboljšave, na kar nenazadnje kaže tudi stalna rast prihodkov ter poslovanja v zadnjih 6 letih.\n\nČe iščete pravo osebo ali pravo delovno mesto, se najprej posvetujte s Karierinim strokovnjakom.\n\nSodelovanje s Kariero vam omogoča dostop do najrazličnejših informacij s področja trga dela in zaposlitvenih priložnosti, saj smo eno od najbolj uspešnih slovenskih kadrovskih podjetij. Zaposleni v podjetju smo namreč specializirani in usmerjeni vsak v svoje strokovno področje trga dela. Zaradi objektivnega in celostnega pogleda, ki nam ga naše delo omogoča, zelo dobro (pre)poznamo vloge, ljudi, priložnosti in talente.\n\nKarierin strokovnjak tako točno ve, kakšne so zahteve na delovnem mestu in kakšne so želje podjetja. Po drugi strani pa ves čas vzpostavljamo in vzdržujemo stike s široko mrežo nadarjenih ljudi s posameznih področij. Kombinacija poznavanja zahtev in želja podjetij ter znanj in sposobnosti ljudi je pri kadrovanju zmagovalna.\nLeto ustanovitve\n2005\nPredstavitev podjetja\nKaj nas dela drugačne?\n\nStrokovnjaki prepoznavamo strokovnjake\nNaše metode dela in tehnike ocenjevanja nam omogočajo, da prepoznamo strokovnjaka za katero koli področje. Zaradi naših lokalnih in globalnih znanj vam lahko pomagamo zadovoljiti vaše individualne kadrovske potrebe, bodisi da gre za kratkoročno delo, dolgoročno sodelovanje ali contracting.\n\nProjektne rešitve\nPoiskati znamo usposobljen kader, ki bo vpet v vaš delovni proces neposredno ali na daljavo, da bo vaš zaposlitveni team lahko svež in aktiven, vaš delovni proces pa nemoten. Vsaka rešitev je prilagojena vašim potrebam, saj z našimi metodami, postopki ravnanja, spremljanjem in analiziranjem kadra v delovnem procesu stremimo k napredku in izboljšavam.\n\n\n\nOpis delovnega mesta\n\nNaloge in odgovornosti:\n\nkontrola kakovosti vhodnih materialov v skladu s predpisi podjetja,\npomoč pri procesni in končni kontroli izdelkov,\npomoč pri pripravi in nastavitvi stroja za obratovanje v skladu s prejeto dokumentacijo,\npriprava palet, končnih listkov,\nskrb za tekoče vzdrževanje in čiščenje stroja. \n\n\nPričakujemo\n\nPričakujemo:\n\npripravljenost na delo v treh izmenah,\nopravljen izpit za varno vožnjo viličarja je zaželen ni pa pogoj,\nvsaj eno leto izkušenj z delom v proizvodnji,\ndobra fizična pripravljenost. \n\n\nPonujamo\n\nPonujamo:\n\nzaposlitev za določen čas,\nmožnost dolgoročnega sodelovanja,\ndelo v urejenem delovnem okolju. \n\n\n\n\n"
Operater (m/ž) - 10 prostih delovnih mest,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Operater-mz---10-prostih-delovnih-mest-86144.php,22.02.2018,04:01,Livar d.d., Objavljeno: 31.01.2018 , Kraj dela: Črnomelj,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Operater-mz---10-prostih-delovnih-mest-86144.php,"\nLivar je največja livarna v Sloveniji z več kot 60 letno tradicijo. Specializirani smo za proizvodnjo produktov iz sive in nodularne litine, z lastno mehansko obdelavo.\nS svojimi produkti smo prisotni skoraj po vsem svetu in v različnih industrijskih panogah.\nPred nami so veliki izzivi. Želimo jih dosegati s krepitvijo obstoječega tima z novimi sodelavci. Pomembne so vrednote,  ki jih zaznamuje odnos - odnos do prihodnosti.\nVeč o podjetju\n\n\nLivar d.d.\nGlavna dejavnost\nLivar je največja livarna v Sloveniji s proizvodnima enotama v Ivančni Gorici in Črnomlju. Ponuja ulitke iz sive in nodularne litine ter storitve lastne mehanske obdelave, konstruiranja modelov in izdelave orodij.\nLeto ustanovitve\n1991\nPredstavitev podjetja\nPodjetje odlikujejo sodobna tehnologija, priznano inovativno znanje, kakovost ponudbe in visoka stopnja odgovornosti do okolja.\n\nLivar je tehnološko sodobno in celovito opremljena livarna. Ima talilnico, oblikovalnico, finalizacijo ulitkov, modelno orodjarno, jedrarno in mehansko obdelavo. Taka sestava proizvodnje nam omogoča obvladovanje celotnega tehnološkega procesa, povezanega z izdelavo ulitkov in obdelancev. Proizvodnjo na ta način odlikujejo celovitost procesa, prilagodljivost naročnikom in kratki roki izdelave. \n\nVeliko pozornost posvečamo skupnemu razvijanju tehnoloških rešitev z naročniki, in to že v fazi načrtovanja. S tem dosežemo večjo optimizacijo delovnega procesa, posledično pa tudi višjo kakovost izdelkov.\nŠtevilo zaposlenih\nnad 500\nStoritve ali proizvodi\n- proizvodnja ulitkov,\n- kanalski program in\n- mehanska obdelava.\n\n\n\nOpis delovnega mesta\n\nNaloge in odgovornosti:\n\nodpravljanje manjših okvar\nopravljanje operacij obdelave ulitkov in izdelave modelov\nnadzor nad kvaliteto izdelkov in izločanje slabih kosov\nnastavljanje strojev po programu in navodilu tehnologije\nnadzor nad delovanjem strojev in opreme\nvzdrževanje strojev in orodji po tehnoloških navodilih\n\n\nPričakujemo\n\nPričakujemo:\nStrokovna in tehnična znanja\n\npoklicna ali srednja tehniška izobrazba\npoznavanje dela na CNC obdelovalnem stroju\npoznavanje in uporaba merilne opreme\n\nLastnosti \n\ndobre komunikacijske sposobnosti\npozitivna naravnanost do sprememb in stalnih izboljšav\npripravljenost prevzeti odgovornost za svoje delo\niznajdljivost, samoiniciativnost, pozitivna naravnanost\nsposobnost timskega delovanja\n\n\nPonujamo\n\nPonujamo:\n\ndelo v urejenem kolektivu\nredno plačilo\n\n\n\n\n"
Operater na CNC (m/ž),https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Operater-na-CNC-mz-87143.php,22.02.2018,04:00,Stilles d.o.o., Objavljeno: 16.02.2018 , Kraj dela: Sevnica,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Operater-na-CNC-mz-87143.php,"\nVeč o podjetju\n\n\nStilles d.o.o.\nPredstavitev podjetja\nZačetki podjetja Stilles segajo v leto 1945.\n\nPovpraševanje po stilnem pohištvu se je vseskozi povečevalo in tako se je porodila zamisel o izdelavi lastnih linij stilnega pohištva za opremo stanovanj. Podjetje je leta 1970 dobilo ime, ki ga nosi še danes – Stilles, stilno pohištvo in notranja oprema.\n\n\n\nOpis delovnega mesta\n\nNaloge in odgovornosti:\n\nprogramiranje CNC strojev,\nnadzor in upravljanje CNC strojev,\nnastavitev stroja in rezilnega orodja pred obratovanjem,\nobvladovanje in izvajanje tehnik strojne obdelave lesa,\nredno dnevno vzdrževanje in mazanje CNC strojev,\navtokontrola,\ndela po navodilih nadrejenega.\n\n\nPričakujemo\n\nPričakujemo:\n\nV. oz. VI. stopnjo izobrazbe lesarske smeri,\nnajmanj 2 leti delovnih izkušenj na podobnem\ndelovnem mestu,\npoznavanje osnov programiranja CNC strojev,\npoznavanje lesarske proizvodnje.\n\n\nPonujamo\n\nPonujamo:\n\nzaposlitev za nedoločen čas s poskusno dobo 3 mesece,\nstimulativno nagrajevanje.\n\n\n\n\n"
