VacancyPost,LinkToJV,ScrapeDate,ScrapeTime,Firm,PostDate,VacancySite,SourceLink,Content
Razvojnik - konstrukter (m/ž),https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Razvojnik---konstrukter-mz-88088.php,07.03.2018,04:00,"REnaS, kadrovanje, zaposlovanje in poslovno svetovanje, Natalija Rednak s.p.", Objavljeno: 05.03.2018 , Kraj dela: Savinjska regija,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Razvojnik---konstrukter-mz-88088.php,"\nNaš naročnik je hitro  rastoče družinsko podjetje, ki deluje na področju specialne strojne industrije;  z najsodobnejšo tehnologijo, pripravljeni na inovacije in usmerjeni h kakovosti.\nZa visoko motivirano mlajšo ekipo iščemo dve osebi za delovno mesto RAZVOJNIK - KONSTRUKTER (m/ž).\nVeč o podjetju\n\n\nREnaS, kadrovanje, zaposlovanje in poslovno svetovanje, Natalija Rednak s.p.\n\n\n\nOpis delovnega mesta\n\nNaloge in odgovornosti:\n\nizvajanje konstrukterskih nalog in projektov\nizvajanje FMEA analiz\n3D modeliranje\n2D dokumentacija\nprototipiranje, testiranje in analiziranje pogonskih sistemov\nrazvijanje konstrukcijskega procesa ter njegovo overjanje\nskrb za analiziranje konkurenčnih konstrukcijkih rešitev\nrazvoj in vrednotenje konceptov\noptimiziranje konstrukcij\nrazvoj in optimizacija preskuševališč\ncertificiranje\nsodelovanje z razvojnimi oddelki poslovnih partnerjev\nsodelovanje z različnimi oddelki v podjetju\n\n\nPričakujemo\n\nPričakujemo:\n\nizobrazbo strojne smeri, vsak VII/2 ( univerzitetno, magisterij bolonjski)\nznanje enega tujega jezika -  angleškega ali nemškega jezika\ndinamičnost in odgovornost\npredanost delu in polno sodelovanje z visoko motivirano in visoko profesionalno vodstveno in razvojno ekipo v podjetju\nsposobnost iskanja in uvajanja novih tehnoloških rešitev\nsposobnost za timsko delo, samoiniciativnost, natančnost, odgovornost in inovativnost\n\n\nPonujamo\n\nPonujamo:\n\npogodbo za nedoločen čas z 6 mesečnim poskusnim obdobjem\nodlično delovno okolje\n\n\n\n\n"
Razvojnik m/ž,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Razvojnik-86571.php,07.03.2018,04:01,Strip's d.o.o., Objavljeno: 14.02.2018 , Kraj dela: Breg pri Litiji,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Razvojnik-86571.php,"\nZaposleni so ključ vsakega uspešnega podjetja, zato želimo na delovnih mestih videti ambiciozne ljudi, ki nam bodo pomagali uresničevati naše visoko zastavljene cilje. Cenimo znanje, spodbujamo ambicioznost in ustvarjalnost ter jih dopolnjujemo z možnostjo izobraževanja in nagrajevanja na različnih področjih. Sodelovanje med zaposlenimi poteka na visoki ravni pozitivne energije in odnosa do dela. Zaposlenim so omogočeni optimalni pogoji za delo ter strokovni in osebni razvoj.\nSmo podjetje z več kot dvajset letno tradicijo, ki na trgu ponuja rešitve na področju elektronike, LED tehnologije in naprednih merilnih tehnologij za podjetja in ljudi. Konkurenčnost na evropskem trgu nam omogočajo lasten razvoj, tehnologija in proizvodnja. Z več kot 100 zaposlenimi smo eden večjih zaposlovalcev in steber gospodarstva v Zasavski regiji. Naši dosežki in uspešno delovanje pa je vidno tudi v tujini, saj na trgih evropske unije beležimo več kot 65 odstotkov vseh svojih prihodkov. Vabimo vas, da se pridružite našemu kolektivu, da bomo lahko skupaj ustvarjali rešitve za boljši svet in trajnostno prihodnost.\nSpletna stran: www.strips.eu.\nVeč o podjetju\n\n\nStrip's d.o.o.\n\n\n\nOpis delovnega mesta\n\nNaloge in odgovornosti:\n\nrazvoj izdelkov na področju LED razsvetljave in IOT  \naplikativni razvoj opreme za pametna mesta in pametne zgradbe\nurejanje projektne dokumentacije,\nvnos kosovnic v informacijski sistem,\ndefiniranje postopkov in izvajanje trajnostnih testiranj\nprijavljanje izdelkov na testiranje z ustrezno dokumentacijo\ndefiniranje in validacija kontrolnih točk razvojnega projekta\nsodelovanje pri raziskovalno razvojnih projektih\n\n\nPričakujemo\n\nPričakujemo:\n\nvsaj visokošolsko strokovno oziroma izobrazbo univerzitetnega programa (1. bolonjska stopnja) elektro smeri,\npoznavanje programov za načrtovanje električnih vezji\naktivno znanje angleškega jezika,\nurejenost, skrbnost, natančnost in doslednost, samoiniciativnost in sposobnost timskega dela,\nvsaj 2 leti delovnih izkušenj na podobnih delovnih mestih.\n\n\nPonujamo\n\nPonujamo:\n\nUstvarjalno delovno okolje;\nstrokovno izobraževanje in izpopolnjevanje;\nstalno izobraževanje in usposabljanje znotraj podjetja;\nmožnost zaposlitve za nedoločen čas;\nsamostojno in dinamično delo;\nzanimive priložnosti za vaš osebni in profesionalni razvoj\n\n\n\n\n"
Razvojno aplikativnega inženirja (m/ž),https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Razvojno-aplikativnega-inzenirja-mz-86522.php,07.03.2018,04:01,MANPOWER d.o.o., Objavljeno: 07.02.2018 , Kraj dela: Kamnik,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Razvojno-aplikativnega-inzenirja-mz-86522.php,"\nUspešno mednarodno podjetje iz področja viličarjev, skladiščne tehnologije in tehnologije materialnih tokov z direktno prodajo v več kot 40 državah po svetu. Podjetje zaradi širitve poslovnih procesov išče Razvojno aplikativnega inženirja (m/ž).\nVeč o podjetju\n\n\nMANPOWER d.o.o.\nGlavna dejavnost\nManpower so vodilni na področju zaposlovanja, posredovanja dela in upravljanja s človeškimi viri.\nPredstavitev podjetja\nDružba ManpowerGroup je vodilna družba na področju storitev zaposlovanja in posredovanja dela. Ustvarjamo in dobavljamo visokokvalitetne storitve, ki našim strankam omogočajo zmagovati v spreminjajočem se svetu dela. Delodajalcem nudimo širok spekter storitev za celoten zaposlovalni in poslovni ciklus. Z več kot 60 letnimi izkušnjami omogočamo 19 milijardam podjetij stalno in začasno zaposlovanje, iskanje in selekcijo specializiranega kadra, testiranje in izobraževanje kandidatov ter svetovanje\n\nSvetovna mreža družbe ManpowerGroup, s 4.000 poslovalnicami v 82 državah, omogoča družbi izpolnjevati potrebe 400.000 strank letno, kar vključuje tako majhna, srednje velika podjetja na vseh poslovnih področjih kot tudi največje multinacionalne korporacije. Delo družbe ManpowerGroup se osredotoča na višanje delovne storilnosti z izboljševanjem kakovosti in učinkovitosti ter z zmanjševanjem stroškov pri celotni delovni sili. S tem strankam omogočamo, da vse svoje napore usmerijo v svoje bistvene poslovne dejavnosti in kadrovanje prepustijo nam\nPoslanstvo in vizija\nNaša vizija je voditi pri ustvarjanju in zagotavljanju inovativnih rešitev in storitev, ki omogočajo našim strankam zmagovati v spreminjajočem se svetu dela.\nStoritve ali proizvodi\nVeč o podjetju Manpower si preberite na www.manpower.si.\n\n\n\nOpis delovnega mesta\n\nNaloge in odgovornosti:\n\nVodenje implementacije novih produktov in storitev v prodajni program, s poudarkom na IKT produktih,\npriprava in skrb za ustrezne baze podatkov, povezave med bazami in informacijskimi sistemi,\npodpora za programsko in strojno opremo ter sistemske projekte,\ntehnično svetovanje strankam in reševanje reklamacij,\nstalno iskanje optimalnih in inovativnih rešitev, spremljanja novosti s področja Industrije 4.0.\n\n\nPričakujemo\n\nPričakujemo:\n\nZaključena VII. stopnja izobrazbe tehniške ali informacijske smeri,\nvsaj 2 leti delovnih izkušenj, še posebej s področja prodaje,\nnapredno znanje s področja informatike,\ndobra tehnična usposobljenost,\naktivno znanje slovenskega, angleškega in/ali nemškega jezika,\nračunalniška pismenost (vsaj MS Office in Autocad),\ndobre komunikacijske in organizacijske sposobnosti,\nvozniški izpit B kategorije\n\n\nPonujamo\n\nPonujamo:\n\nRazvojno naravnano delovno okolje,\nzaposlitev za nedoločen čas, s 6 mesečnim poskusnim delom,\nzagotovljeno strokovno uvajanje na delovno mesto,\nmožnost osebne in profesionalne nadgradnje,\nizobraževanja v tujini,\nugoden in stimulativen finančni paket in kar je najpomembnejše - sodelovanje v uspešnem timu podjetja s tradicijo in visoko prepoznavnostjo na trgu.\n\n\n\n\n"
Receptor m/ž,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Receptor-87849.php,07.03.2018,04:00,Hoteli Metropol d.o.o., Objavljeno: 28.02.2018 , Kraj dela: Portorož,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Receptor-87849.php,"\nRemisens Premium Hotel Metropol, s svojo dominantno lego na hribu Sv. Lovrenca v centru slovenskega turističnega bisera Portoroža, ponuja najvišjo kakovost storitev in predstavlja kombinacijo ekskluzivnosti in bogastvo vsebin za nepozabne počitnice.\nVeč o podjetju\n\n\nHoteli Metropol d.o.o.\n\n\n\nOpis delovnega mesta\n\nNaloge in odgovornosti:\nNašim gostom ponujamo le najboljše, zato iščemo izkušene in urejene sodelavce, s pozitivnim pristopom in zavzetostjo do dela, ki imajo željo za delo v turizmu, gostinstvu in hotelirstvu za delo receptorja v Hotelih Metropol.\n\n\nDelovni čas:\npolni delovni čas\n\nPričakujemo\n\nZahtevane delovne izkušnje:\n0 - 1 leto\n\n\nPričakujemo:\nPogoji:\n\nV. stopnjo hotelirske-turistične ali druge podobne smeri izobrazbe, vsaj 6 mesecev delovnih izkušenj z delom receptorja v hotelu\npogovorno znanje slovenskega, italijanskega ter angleškega ali nemškega jezika\niskrena želja za delo z ljudmi\ndobro poznavanje destinacij v okolici\nvisoka stopnja odgovornosti do sebe, svojega nadrejenega in gostov\nosebna urejenost\n\n\nPonujamo\n\nPonujamo:\n\nzaposlitev za določen čas do 30. 10. 2018, z možnostjo podaljšanja.\n\nV urejenem in dinamičnem delovnem okolju boste lahko uresničili svoje poklicne ambicije in razvili svoje sposobnosti. Vaši dosežki bodo prepoznani, vaše delo pa ustrezno nagrajeno.\nDelovno mesto je v Portorožu, Hoteli Metropol.\n\n\nPoskusna doba:\n1 mesec\n\n\n\n"
Receptor (sezonsko delo na Bledu) m/ž,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Receptor-sezonsko-delo-na-Bledu-88121.php,07.03.2018,04:00,"Sava Turizem d.d., PE Sava Hoteli Bled", Objavljeno: 06.03.2018 , Kraj dela: Bled,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Receptor-sezonsko-delo-na-Bledu-88121.php,"\nDružba Sava Turizem d.d. vabi v svojo recepcijsko ekipo na destinaciji Sava Hoteli Bled visoko motivirane sodelavce na delovnem mestu RECEPTOR (m/ž).\nVeč o podjetju\n\n\nSava Turizem d.d., PE Sava Hoteli Bled\nGlavna dejavnost\nPonudba raznolikih doživetij na številnih destinacijah in letoviščih v Sloveniji.\n\nNaslov podjetja:\nDunajska cesta 152\n1000 Ljubljana\nLeto ustanovitve\n1989\nPredstavitev podjetja\nSava Hotels&Resorts je največja veriga hotelov in letovišč v Sloveniji, ki nudi raznolikost doživetij na številnih destinacijah in letoviščih. Naša turistična ponudba vključuje vse od wellnessa do golfa, MICE-a, toplic, zdravilišč, kulinariko, zabavo za družine, aktiva poletja in zime, poroke in druge prireditve ter taborjenje. Najdete nas na šestih destinacijah, in sicer na Bledu, v Lendavi, Banovcih, Moravskih Toplicah, Radencih in na Ptuju, kjer imamo 22 nastanitev - hotele, toplice, zdravilišča, kampe in igrišča za golf.\n\nNaslov podjetja:\nDunajska cesta 152\n1000 Ljubljana\nPoslanstvo in vizija\nVIZIJA:\n\nOhraniti in nadgraditi želimo položaj vodilne družbe na področju turizma v Sloveniji. Povezati želimo vse naše destinacije, ponudbe in nastanitve predvsem v smislu pojavljanja pod krovno blagovno znamko, skupnega nastopa na domačem in tujih trgih ter sistematičnega trženjskega in prodajnega programa in pristopa. Vse to z namenov dviga nivoja storitve, povečanja dodane vrednosti za gosta in nudenja superiorne izkušnje doživetja gosta.\n\nBlagovna znamka Sava Hotels & Resorts pomeni spoj zanesljive kakovosti, prijaznega gostoljubja in raznolikih doživetij, ki jih ponuja bogato naravno okolje Slovenije.\nStoritve ali proizvodi\nPONUDBA:\n\n- wellness,\n- golf,\n- kongresi in srečanja,\n- vodni parki,\n- zdravstvo, \n- kulinarika,\n- zabava za vso družino,\n- aktivno poletje in zima,\n- poroke in slavja in\n- kampiranje.\n\nLOKACIJE:\n\n- Bled,\n- Moravske Toplice,\n- Ptuj,\n- Lendava,\n- Radenci in\n- Banovci.\n\n\n\nOpis delovnega mesta\n\nNaloge in odgovornosti:\n\nSprejemanje gostov in posredovanje informacij.\nIzvajanje recepcijskih del in blagajniško poslovanje.\nOdgovornost za ustrezno predstavitev celotne ponudbe družbe in kraja.\n\n\nPričakujemo\n\nPričakujemo:\n\nNajmanj V. stopnja hotelske, turistične ali druge ustrezne smeri.\nAktivno znanje 2 tujih jezikov od sledečih navedenih: angleški, nemški oz. italijanski jezik.\nPoznavanje dodatnih jezikov je prednost.\nSpretna uporaba računalnika.\nČasovna fleksibilnost, samoiniciativnost in natančnost.\nVsaj 1 leto delovnih izkušenj pri delu na recepciji.\n\n\nPonujamo\n\nPonujamo:\n\nSklenitev delovnega razmerja za določen čas z možnostjo podaljšanja.\nDinamično in zanimivo delo v ustvarjalnem delovnem okolju.\nMožnost dodatnega usposabljanja in razvoja.\nZaposlitev za polni delovni čas.\n\n\n\nMesečno plačilo:\npo dogovoru \n\n\n\n"
Receptor (ž/m),https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Receptor-zm-87461.php,07.03.2018,04:00,"HOTEL BAU, Tomislav Bau s.p.", Objavljeno: 22.02.2018 , Kraj dela: Maribor,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Receptor-zm-87461.php,"\nHotel Bau *** leži v mirnem delu mesta Maribor, od koder lahko na eni strani opazujemo mesto, na drugi strani pa čudovito pohorsko hribovje.\nHotel Bau *** združuje udobje sodobnega mestnega hotela z domačnostjo štajerskega podeželja, kar gostje najprej okusijo ob bogatem samopostrežnem zajtrku ali večernem prigrizku.\nVeč o podjetju\n\n\nHOTEL BAU, Tomislav Bau s.p.\nGlavna dejavnost\nDejavnost hotelov in podobnih nastanitvenih obratov.\nLeto ustanovitve\n1994\nŠtevilo zaposlenih\n2 - 4\n\n\n\nOpis delovnega mesta\n\nNaloge in odgovornosti:\nHOTEL BAU Maribor vabi v svojo ekipo zanesljivo receptorko/-ja.\n\nPričakujemo\n\nPričakujemo:\n\naktivno znanje dveh tujih jezikov (nemško, angleško),\nnekaj izkušenj iz področja dela v hotelski recepciji in strežbi pa minimalno potrebno znanje za čimprejšnjo zaposlitev.\n\n\nPonujamo\n\nPonujamo:\n\ngibljiv/nestalen urnik je popestritev v življenju,\npolovični delovni čas,\nvečinoma gre za nočno delo,\ndelo v prijetnem kolektivu in urejenem okolju. \n\n\n\n\n\n"
Referent nabave m/ž,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Referent-nabave-87727.php,07.03.2018,04:00,Palfinger d.o.o., Objavljeno: 27.02.2018 , Kraj dela: Maribor,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Referent-nabave-87727.php,"\nSkupina PALFINGER spada med največje proizvajalce hidravličnih, dvižnih in nakladalnih naprav na svetu. Palfingerjevo podjetje v Mariboru potrebuje novega sodelavca: Referent nabave (m/ž).\nVeč o podjetju\n\n\nPalfinger d.o.o.\n\n\n\nOpis delovnega mesta\n\nNaloge in odgovornosti:\n\nBranje načrtov in poznavanje strojne tehnologije.\nZaželeno znanje SAP.\nPripravljenost na službena potovanja.\nVozniški izpit B kategorije.\n\n\nPričakujemo\n\nPričakujemo:\n\nIzobrazbo V. stopnje tehnične smeri.\nZaželene so izkušnje v oddelku nabave.\nOdlično znanje nemškega jezika – ustno in pisno, (zaželeno dobro poznavanje angleškega jezika – ustno in pismeno).\nRačunalniško pismenost: Excel in Word (analiza, kalkulacije in obdelava podatkov).\nPripravljenost na veliko učenja, prilagodljivost in vztrajnost ter nima težav s spremembami,\nOsebo, ki je  dinamična, natančna, samostojna, urejena, prilagodljiva in ima dobre pogajalske spretnosti in komunikacije.\n\n\nPonujamo\n\nPonujamo:\n\nNudimo delo v stimulativnem okolju, z možnostjo kariernega razvoja in nagrajevanja za polni delovni čas, zaposlitev je za določen čas 12 mesecev in poskusno dobo 3 mesecev ter kasnejšo možnostjo zaposlitve za nedoločen čas.\n\n\n\n\n"
"Referent prodaje, nabave in skladiščenja blaga m/ž",https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Referent-prodaje-nabave-in-skladiscenja-blaga-87865.php,07.03.2018,04:00,Gradbeni servis Lorenčič d.o.o., Objavljeno: 01.03.2018 , Kraj dela: Ljubljana,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Referent-prodaje-nabave-in-skladiscenja-blaga-87865.php,"\nPodjetje Gradbeni servis Lorenčič d.o.o. je trgovsko podjetje, ki ponuja obsežno paleto izdelkov za gradbeništvo in izvrstno svetovanje. Podjetje je v 100% lasti koncerna SIH s sedežem na Dunaju in matično podjetje Lorencic GmbH Nfg. & Co KG s sedežem v Grazu - Avstrija. Poslovne enote: Avstrija, Poljska, Češka, Slovaška, Madžarska, Romunija, Srbija, Hrvaška, Bosna. Na Slovenskem trgu smo aktivni od leta 1998. Trenutno je 11 zaposlenih, v dveh poslovnih enotah: sedež podjetja v MB in poslovalnica v LJ. Letni promet podjetja je ca. 2,5 Mio EUR.\nVeč na www.lorencic.si.\nVeč o podjetju\n\n\nGradbeni servis Lorenčič d.o.o.\nPredstavitev podjetja\nDružbenika podjetja Lorencic GmbH Nfg. & Co KG sta koncern Schmid Industrie Holding GmbH z sedežem v Wopfingu in ECOnova Unternehmensberatung & Beteiligungsges.m.b.H. z sedežem v Grazu.\n\nOsebno odgovoren družbenik je Dr.Walzer Baubedarfs GmbH s sedežem v Grazu.\n\nKoncern Schmid Industrie Holding obsega 80 podjetij in strateškimi deleži v mnogih evropskih državah. Več kot 4.500 zaposlenih v Avstriji in še 17. državah, si prizadeva uresničiti cilje Holdinga.\nPoslanstvo in vizija\nNaša želja je postati prvi sogovornik pri naših kupcih, zato si prizadevamo za:\n- zaupanje\n- fleksibilnost\n- željo po uspehu\n- odgovornost pri delu\n\nTo so temelji in osnovna načela naše poslovne filozofije, po katerih se ravnajo vsi zaposleni. Naši zaposleni v vseh poslovnih enotah so prepoznavni po svoji kompetentnosti, hitrem odzivu in servisiranju vseh potreb stranke. Pogoj za izpolnitev naše poslovne filozofije je strokovno tehnično znanje in to tudi imamo. Naši odnos do Kupcev, Dobaviteljev in Sodelavcev se kaže v iskrenosti, poštenosti, angažiranosti in odgovornosti.\n\n\n\nOpis delovnega mesta\n\nNaloge in odgovornosti:\n\npoznavanje izdelkov za gradbeništvo,\nnaročila blaga pri dobaviteljih,\nprejem in razporeditev blaga v skladišču in trgovsko razstavnem prostoru,\nsvetovanje, prodaja in izdaja blaga,\nizdaja dobavnic in računov,\npoznavanje uporabniškega programa SAP.\n\n\nPričakujemo\n\nPričakujemo:\n\nvsaj 3 leta delovnih izkušenj na področju prodaje in logistike,\npoznavanje gradbene stroke in logistike prodaje,\nveselje do samostojnega dela,\nsamozavest in pozitivno razmišljanje,\ndelo z računalnikom, program SAP.\n\n\n\nPonujamo\n\nPonujamo:\n\nzaposlitev za nedoločen čas s polnim delovnim časom,\nsamostojno delo in delo v timu,\npošteno plačilo,\nvso potrebno pomoč,\nenoizmensko delo: od ponedeljka do petka,\nmotivirane in netežavne sodelavce.\n\n\n\n\n"
Referent servisnih aktivnosti (m/ž),https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Referent-servisnih-aktivnosti-mz-86527.php,07.03.2018,04:01,MANPOWER d.o.o., Objavljeno: 07.02.2018 , Kraj dela: Kamnik,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Referent-servisnih-aktivnosti-mz-86527.php,"\nUspešno mednarodno podjetje iz področja viličarjev, skladiščne tehnologije in tehnologije materialnih tokov z direktno prodajo v več kot 40 državah po svetu. Podjetje zaradi širitve poslovnih procesov išče Referenta servisnih aktivnosti (m/ž).\nVeč o podjetju\n\n\nMANPOWER d.o.o.\nGlavna dejavnost\nManpower so vodilni na področju zaposlovanja, posredovanja dela in upravljanja s človeškimi viri.\nPredstavitev podjetja\nDružba ManpowerGroup je vodilna družba na področju storitev zaposlovanja in posredovanja dela. Ustvarjamo in dobavljamo visokokvalitetne storitve, ki našim strankam omogočajo zmagovati v spreminjajočem se svetu dela. Delodajalcem nudimo širok spekter storitev za celoten zaposlovalni in poslovni ciklus. Z več kot 60 letnimi izkušnjami omogočamo 19 milijardam podjetij stalno in začasno zaposlovanje, iskanje in selekcijo specializiranega kadra, testiranje in izobraževanje kandidatov ter svetovanje\n\nSvetovna mreža družbe ManpowerGroup, s 4.000 poslovalnicami v 82 državah, omogoča družbi izpolnjevati potrebe 400.000 strank letno, kar vključuje tako majhna, srednje velika podjetja na vseh poslovnih področjih kot tudi največje multinacionalne korporacije. Delo družbe ManpowerGroup se osredotoča na višanje delovne storilnosti z izboljševanjem kakovosti in učinkovitosti ter z zmanjševanjem stroškov pri celotni delovni sili. S tem strankam omogočamo, da vse svoje napore usmerijo v svoje bistvene poslovne dejavnosti in kadrovanje prepustijo nam\nPoslanstvo in vizija\nNaša vizija je voditi pri ustvarjanju in zagotavljanju inovativnih rešitev in storitev, ki omogočajo našim strankam zmagovati v spreminjajočem se svetu dela.\nStoritve ali proizvodi\nVeč o podjetju Manpower si preberite na www.manpower.si.\n\n\n\nOpis delovnega mesta\n\nNaloge in odgovornosti:\n\nPriprava ponudb za prodajo vseh storitev servisne dejavnosti,\npridobivanje novih strank in poslov,\nsodelovanje pri obiskih strank na terenu in priprava načrtov aktivnosti,\nreševanje reklamacij in tehničnih vprašanj strank,\npriprava tržnih in prodajnih analiz in stanja konkurence,\nsistematično sodelovanje z oddelkom prodaje, najema in oddelkom rabljenih viličarjev pri servisnih vprašanjih in pri pripravi dokumentacije o servisiranju.\n\n\nPričakujemo\n\nPričakujemo:\n\nZaključena najmanj V. stopnja izobrazbe tehniške ali komercialne smeri (prednost bodo imeli kandidati s tehniškimi znanji),\nnajmanj 2 leti delovnih izkušenj v servisni ali podobni dejavnosti,\naktivno znanje slovenskega, angleškega in/ali nemškega jezika,\nračunalniška pismenost (zelo dobro znanje paketa MS Office),\nproaktiven pristop do dela in visoke komercialne sposobnosti,\ndobre komunikacijske in organizacijske sposobnosti,\nvozniški izpit B kategorije.\n\n\nPonujamo\n\nPonujamo:\n\nRazvojno naravnano delovno okolje,\nzaposlitev za nedoločen čas, s ciljem dolgoročnega sodelovanja,\nzagotovljeno strokovno uvajanje na delovno mesto,\nmožnost osebne in profesionalne nadgradnje,\nizobraževanja v tujini,\nugoden in stimulativen finančni paket in kar je najpomembnejše - sodelovanje v uspešnem timu podjetja s tradicijo in visoko prepoznavnostjo na trgu.\n\n\n\n\n"
Referent v financah in računovodstvu I m/ž,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Referent-v-financah-in-racunovodstvu-I-88119.php,07.03.2018,04:00,F.A. MAIK d.o.o., Objavljeno: 06.03.2018 , Kraj dela: Maribor,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Referent-v-financah-in-racunovodstvu-I-88119.php,"\nZaposlimo Referenta v financah in računovodstvu I (m/ž).\nVeč o podjetju\n\n\nF.A. MAIK d.o.o.\n\n\n\nOpis delovnega mesta\n\nNaloge in odgovornosti:\n\nPreverjanje pravilnosti vhodnih računov, usklajevanje pravilnosti računov z dobavitelji.\nPreverjanje likvidacije računov in sodelovanje z drugimi oddelki v družbi.\nKnjiženje vhodnih računov.\nKnjiženje raznih poslovnih dogodkov s temeljnicami.\nPrenos izhodnih in vhodnih faktur v glavno knjigo.\nPregled pravilnosti izhodnih faktur in usklajevanje z drugimi oddelki v družbi.\nUsklajevanje odprtih terjatev s kupci in dolgov z dobavitelji.\nUsklajevanje in reševanje druge problematike kupci in dobavitelji.\nPošiljanje opominov kupcem in priprava problematike pri neplačevanju za nadaljnje ukrepe vodstva.\nPriprava, usklajevanje in preverjanje osnov za obračun DDV.\nObračun DDV, knjiženje in urejanje evidenc.\nOpravljanje plačilnega prometa v skladu z običajnim računalniškim postopkom v družbi.\nUrejanje pobotov, asignacij, cesij in drugih možnih načinov poravnave terjatev in obveznosti.\nObračun plač in drugih prejemkov v skladu z običajnim postopkom v družbi.\nUrejanje evidenc pri najemanju in odplačevanju kreditov.\nVodenje knjige osnovnih sredstev v skladu z zakonskimi predpisi in s pravili in z usmeritvami družbe.\nKnjiženje razmejenih stroškov in prihodkov.\nKnjiženje dolgoročnih in kratkoročnih sredstev in obveznosti.\nTekoče usklajevanje evidenc z glavno knjigo.\nIzobraževanje in usposabljanje v skladu s potrebami delovnega procesa ter sprejetim planom.\nIzvajanje del, ki so potrebna za nemoteno uresničevanje načrtovanih obveznosti delavca, upoštevajoč znanja in sposobnosti delavca in opravljanje drugih del po navodilih neposredno nadrejenega.\nPoznavanje pravnih zadev v računovodstvu\n\nOdgovornosti:\n\nSkrbi za pravilen vnos in obdelavo finančnih podatkov\nSkrbi za pravočasno izdelavo in pošiljanje poročil\nSkrbi za reden dotok finančnih sredstev za poravnavo obveznosti\nRedno spremlja zakonodajo na področju računovodstva in vnaša novosti v sistem dela\nVodstvo pravočasno obvešča o vseh nepravilnostih poslovanja\nSkrbi za strokovno izpopolnjevanje\nUstrezno arhivira dokumentacijo\n\n\nPričakujemo\n\nPričakujemo:\n\nSrednja splošna ali srednje strokovna izobrazba ekonomske ali druge ustrezne smer\n12 mesecev delovnih izkušenj\nAktivno znanje tujega jezika (AN)\nVozniški izpit B- kategorije\nPoznavanje MS Office\n\n\nPonujamo\n\nPonujamo:\n\nDelo za določen čas, z možnostjo dolgoročnega sodelovanja\n\n\n\n\n"
Referent v knjigovodstvu m/ž,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Referent-v-knjigovodstvu-87387.php,07.03.2018,04:00,Delos zaposlovanje d.o.o., Objavljeno: 21.02.2018 , Kraj dela: Ljubljana,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Referent-v-knjigovodstvu-87387.php,"\nVeč o podjetju\n\n\nDelos zaposlovanje d.o.o.\n\n\n\nOpis delovnega mesta\n\nNaloge in odgovornosti:\n\nIzvedba plačilnega prometa in vsa dela v saldakontih,\nevidentiranje prispelih računeov in njihova pravočasna likvidacija,\nanalitično vodenje materialnega knjigovodstva,\nanalitično vodenje evidenc drobnega inventarja,\nizvedba blagajniškega poslovanja,\nobračun plač.\n\n\nPričakujemo\n\nZahtevane delovne izkušnje:\n4 - 5 let\n\n\nPričakujemo:\n\nV. stopnja ekonomske izobrazbe,\nizkušnje v računovodstvu/knjigovodstvu,\ndobro poznavanje računalniških programov.\n\n\nPonujamo\n\nPonujamo:\n\nzaposlitev za določen čas,\n1 mesec poskusnega dela\n\n\n\n\nMesečno plačilo:\npo dogovoru \n\n\n\n"
